source,safe_source,heading,type
SpringerMaterials,SpringerMaterials,SpringerMaterials Properties,Compound
"Suuberg Lab, School of Engineering, Brown University","Suuberg Lab, School of Engineering, Brown University",Enthalpy of Sublimation,Compound
"Suuberg Lab, School of Engineering, Brown University","Suuberg Lab, School of Engineering, Brown University",Use Classification,Compound
"Suuberg Lab, School of Engineering, Brown University","Suuberg Lab, School of Engineering, Brown University",Vapor Pressure,Compound
Swiss Institute of Bioinformatics Bgee,Swiss Institute of Bioinformatics Bgee,Bgee Gene ID,Gene
Swiss Institute of Bioinformatics Cellosaurus,Swiss Institute of Bioinformatics Cellosaurus,BRENDA Tissue Ontology ID,Cell
Swiss Institute of Bioinformatics Cellosaurus,Swiss Institute of Bioinformatics Cellosaurus,BioAssay Annotations,Assay
Swiss Institute of Bioinformatics Cellosaurus,Swiss Institute of Bioinformatics Cellosaurus,COSMIC ID,Cell
Swiss Institute of Bioinformatics Cellosaurus,Swiss Institute of Bioinformatics Cellosaurus,Cell Line Ontology ID,Cell
Swiss Institute of Bioinformatics Cellosaurus,Swiss Institute of Bioinformatics Cellosaurus,Cell Model Passports,Cell
Swiss Institute of Bioinformatics Cellosaurus,Swiss Institute of Bioinformatics Cellosaurus,Cellosaurus ID,Cell
Swiss Institute of Bioinformatics Cellosaurus,Swiss Institute of Bioinformatics Cellosaurus,ChEMBL Cell Line ID,Cell
Swiss Institute of Bioinformatics Cellosaurus,Swiss Institute of Bioinformatics Cellosaurus,DepMap ID,Cell
Swiss Institute of Bioinformatics Cellosaurus,Swiss Institute of Bioinformatics Cellosaurus,Diseases,Cell
Swiss Institute of Bioinformatics Cellosaurus,Swiss Institute of Bioinformatics Cellosaurus,Experimental Factor Ontology ID,Cell
Swiss Institute of Bioinformatics Cellosaurus,Swiss Institute of Bioinformatics Cellosaurus,GDSC,Cell
Swiss Institute of Bioinformatics Cellosaurus,Swiss Institute of Bioinformatics Cellosaurus,HMS LINCS ID,Cell
Swiss Institute of Bioinformatics Cellosaurus,Swiss Institute of Bioinformatics Cellosaurus,LINCS ID,Cell
Swiss Institute of Bioinformatics Cellosaurus,Swiss Institute of Bioinformatics Cellosaurus,MeSH ID,Cell
Swiss Institute of Bioinformatics Cellosaurus,Swiss Institute of Bioinformatics Cellosaurus,Synonyms,Cell
Swiss Institute of Bioinformatics Cellosaurus,Swiss Institute of Bioinformatics Cellosaurus,Wikidata,Cell
Swiss Institute of Bioinformatics neXtProt,Swiss Institute of Bioinformatics neXtProt,neXtProt Accession,Protein
The CA Office of Environmental Health Hazard Assessment (OEHHA),The CA Office of Environmental Health Hazard Assessment (OEHHA),Record Description,Compound
The Cambridge Structural Database,The Cambridge Structural Database,Associated Article,Compound
The Cambridge Structural Database,The Cambridge Structural Database,CCDC Number,Compound
The Cambridge Structural Database,The Cambridge Structural Database,Crystal Structure Data,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Boiling Point,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),CAS,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Cancer Sites,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),DOT ID and Guide,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Density,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Exposure Routes,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),First Aid,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Flammable Limits,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Flash Point,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Hazardous Reactivities & Incompatibilities,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Immediately Dangerous to Life or Health (IDLH),Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Ionization Potential,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Lower Explosive Limit (LEL),Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Melting Point,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),NIOSH Toxicity Data,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Permissible Exposure Limit (PEL),Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Personal Protective Equipment (PPE),Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Physical Description,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),RTECS Number,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Recommended Exposure Limit (REL),Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Respirator Recommendations,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Solubility,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Symptoms,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Target Organs,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),UN Number,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Upper Explosive Limit (UEL),Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Use Classification,Compound
The National Institute for Occupational Safety and Health (NIOSH),The National Institute for Occupational Safety and Health (NIOSH),Vapor Pressure,Compound
The Natural Products Atlas,The Natural Products Atlas,Natural Products,Taxonomy
The Natural Products Atlas,The Natural Products Atlas,Taxonomy,Compound
The University of Alabama Libraries,The University of Alabama Libraries,Synthesis References,Compound
The Zebrafish Information Network (ZFIN),The Zebrafish Information Network (ZFIN),ZFIN ID,Gene
Therapeutic Target Database (TTD),Therapeutic Target Database (TTD),Associated Disorders and Diseases,Compound
Therapeutic Target Database (TTD),Therapeutic Target Database (TTD),Chemical-Gene Interactions,Gene
Therapeutic Target Database (TTD),Therapeutic Target Database (TTD),Chemical-Protein Interactions,Protein
Therapeutic Target Database (TTD),Therapeutic Target Database (TTD),Chemical-Target Interactions,Compound
Therapeutic Target Database (TTD),Therapeutic Target Database (TTD),Chemical-Target Interactions,Taxonomy
Therapeutic Target Database (TTD),Therapeutic Target Database (TTD),Gene-Disease Associations,Gene
Therapeutic Target Database (TTD),Therapeutic Target Database (TTD),Protein-Disease Associations,Protein
Thieme Chemistry,Thieme Chemistry,Thieme References,Compound
Toxin and Toxin Target Database (T3DB),Toxin and Toxin Target Database (T3DB),Carcinogen Classification,Compound
Toxin and Toxin Target Database (T3DB),Toxin and Toxin Target Database (T3DB),Chemical-Gene Interactions,Gene
Toxin and Toxin Target Database (T3DB),Toxin and Toxin Target Database (T3DB),Chemical-Protein Interactions,Protein
Toxin and Toxin Target Database (T3DB),Toxin and Toxin Target Database (T3DB),Chemical-Target Interactions,Compound
Toxin and Toxin Target Database (T3DB),Toxin and Toxin Target Database (T3DB),Chemical-Target Interactions,Taxonomy
Toxin and Toxin Target Database (T3DB),Toxin and Toxin Target Database (T3DB),Exposure Routes,Compound
Toxin and Toxin Target Database (T3DB),Toxin and Toxin Target Database (T3DB),Health Effects,Compound
Toxin and Toxin Target Database (T3DB),Toxin and Toxin Target Database (T3DB),Metabolism/Metabolites,Compound
Toxin and Toxin Target Database (T3DB),Toxin and Toxin Target Database (T3DB),Minimum Risk Level,Compound
Toxin and Toxin Target Database (T3DB),Toxin and Toxin Target Database (T3DB),Record Description,Compound
Toxin and Toxin Target Database (T3DB),Toxin and Toxin Target Database (T3DB),Reported Fatal Dose,Compound
Toxin and Toxin Target Database (T3DB),Toxin and Toxin Target Database (T3DB),Symptoms,Compound
Toxin and Toxin Target Database (T3DB),Toxin and Toxin Target Database (T3DB),Toxicity Data,Compound
Toxin and Toxin Target Database (T3DB),Toxin and Toxin Target Database (T3DB),Toxicity Summary,Compound
Toxin and Toxin Target Database (T3DB),Toxin and Toxin Target Database (T3DB),Treatment,Compound
Toxin and Toxin Target Database (T3DB),Toxin and Toxin Target Database (T3DB),Uses,Compound
U.S. Chemical Safety and Hazard Investigation Board (CSB),U.S. Chemical Safety and Hazard Investigation Board (CSB),Accelerating Rate Calorimetry (ARC),Compound
U.S. Chemical Safety and Hazard Investigation Board (CSB),U.S. Chemical Safety and Hazard Investigation Board (CSB),Color/Form,Compound
U.S. Chemical Safety and Hazard Investigation Board (CSB),U.S. Chemical Safety and Hazard Investigation Board (CSB),Decomposition,Compound
U.S. Chemical Safety and Hazard Investigation Board (CSB),U.S. Chemical Safety and Hazard Investigation Board (CSB),Differential Scanning Calorimetry (DSC),Compound
U.S. Chemical Safety and Hazard Investigation Board (CSB),U.S. Chemical Safety and Hazard Investigation Board (CSB),Hazards Summary,Compound
U.S. Chemical Safety and Hazard Investigation Board (CSB),U.S. Chemical Safety and Hazard Investigation Board (CSB),History and Incidents,Compound
U.S. Chemical Safety and Hazard Investigation Board (CSB),U.S. Chemical Safety and Hazard Investigation Board (CSB),Odor,Compound
U.S. Chemical Safety and Hazard Investigation Board (CSB),U.S. Chemical Safety and Hazard Investigation Board (CSB),Physical Description,Compound
U.S. Chemical Safety and Hazard Investigation Board (CSB),U.S. Chemical Safety and Hazard Investigation Board (CSB),Self-Accelerating Decomposition Temperature (SADT),Compound
UniProt,UniProt,Enzyme Commission (EC) Number,Protein
UniProt,UniProt,Protein Function,Gene
UniProt,UniProt,Protein Isoforms,Gene
UniProt,UniProt,Record Description,Protein
UniProt,UniProt,Synonyms,Protein
UniProt,UniProt,UniProt ID,Protein
UniProt,UniProt,UniProt Taxon ID,Taxonomy
USDA Pesticide Data Program,USDA Pesticide Data Program,Pesticides,Compound
USDA Pesticide Data Program,USDA Pesticide Data Program,USDA Pesticide Data Program,Compound
USGS Columbia Environmental Research Center,USGS Columbia Environmental Research Center,Acute Toxicity Link,Compound
USGS Columbia Environmental Research Center,USGS Columbia Environmental Research Center,Use Classification,Compound
USGS National Minerals Information Center,USGS National Minerals Information Center,Uses,Compound
UVCBs and Multi-Constituent Substances (MCS) Committee,UVCBs and Multi-Constituent Substances (MCS) Committee,Chemical Classes,Compound
UVCBs and Multi-Constituent Substances (MCS) Committee,UVCBs and Multi-Constituent Substances (MCS) Committee,Uses,Compound
"VEuPathDB: The Eukaryotic Pathogen, Vector and Host Informatics Resource","VEuPathDB_ The Eukaryotic Pathogen, Vector and Host Informatics Resource",VEuPathDB ID,Gene
West Coast Metabolomics Center-UC Davis,West Coast Metabolomics Center-UC Davis,Metabolites,Taxonomy
West Coast Metabolomics Center-UC Davis,West Coast Metabolomics Center-UC Davis,Taxonomy,Compound
WHO Anatomical Therapeutic Chemical (ATC) Classification,WHO Anatomical Therapeutic Chemical (ATC) Classification,ATC Code,Compound
WHO Model Lists of Essential Medicines,WHO Model Lists of Essential Medicines,WHO Essential Medicines,Compound
Wikidata,Wikidata,Wikidata,Compound
WikiPathways,WikiPathways,Diagram,Pathway
Wikipedia,Wikipedia,Wikipedia,Compound
Wiley,Wiley,Wiley References,Compound
World Register of Marine Species (WoRMS),World Register of Marine Species (WoRMS),AphiaID,Taxonomy
WormBase,WormBase,WormBase ID,Gene
WormBase,WormBase,WormBase ID,Protein
Xenbase,Xenbase,Xenbase Gene ID,Gene
Yeast Metabolome Database (YMDB),Yeast Metabolome Database (YMDB),Metabolites,Taxonomy
Yeast Metabolome Database (YMDB),Yeast Metabolome Database (YMDB),Record Description,Compound
Yeast Metabolome Database (YMDB),Yeast Metabolome Database (YMDB),Taxonomy,Compound
